"Country or Area","Year","Item","Value"
"Japan","2014","Household consumption expenditure (including Non-profit institutions serving households)","298999100000000"
"Japan","2014","General government final consumption expenditure","103379200000000"
"Japan","2014","Gross capital formation","129891400000000"
"Japan","2014","Gross fixed capital formation (including Acquisitions less disposals of valuables)","130141400000000"
"Japan","2014","Changes in inventories","-250000000000"
"Japan","2014","Exports of goods and services","90369900000000"
"Japan","2014","Imports of goods and services","103828500000000"
"Japan","2014","Gross Domestic Product (GDP)","518811000000000"
"Japan","2013","Final consumption expenditure","396750000000000"
"Japan","2013","Household consumption expenditure (including Non-profit institutions serving households)","295750700000000"
"Japan","2013","General government final consumption expenditure","100999300000000"
"Japan","2013","Gross capital formation","124212600000000"
"Japan","2013","Gross fixed capital formation (including Acquisitions less disposals of valuables)","124919200000000"
"Japan","2013","Changes in inventories","-706600000000"
"Japan","2013","Exports of goods and services","80294100000000"
"Japan","2013","Imports of goods and services","92556100000000"
"Japan","2013","Gross Domestic Product (GDP)","508700600000000"
"Japan","2012","Final consumption expenditure","388550800000000"
"Japan","2012","Household consumption expenditure (including Non-profit institutions serving households)","288669400000000"
"Japan","2012","General government final consumption expenditure","99881400000000"
"Japan","2012","Gross capital formation","120138600000000"
"Japan","2012","Gross fixed capital formation (including Acquisitions less disposals of valuables)","118981100000000"
"Japan","2012","Changes in inventories","1157500000000"
"Japan","2012","Exports of goods and services","72142300000000"
"Japan","2012","Imports of goods and services","80356900000000"
"Japan","2012","Gross Domestic Product (GDP)","500474700000000"
"Japan","2011","Final consumption expenditure","383560200000000"
"Japan","2011","Household consumption expenditure (including Non-profit institutions serving households)","284640500000000"
"Japan","2011","General government final consumption expenditure","98919700000000"
"Japan","2011","Gross capital formation","117102300000000"
"Japan","2011","Gross fixed capital formation (including Acquisitions less disposals of valuables)","116160100000000"
"Japan","2011","Changes in inventories","942200000000"
"Japan","2011","Exports of goods and services","73495400000000"
"Japan","2011","Imports of goods and services","76709100000000"
"Japan","2011","Gross Domestic Product (GDP)","497448900000000"
"Japan","2010","Final consumption expenditure","384563000000000"
"Japan","2010","Household consumption expenditure (including Non-profit institutions serving households)","287488000000000"
"Japan","2010","General government final consumption expenditure","97075000000000"
"Japan","2010","Gross capital formation","114200900000000"
"Japan","2010","Gross fixed capital formation (including Acquisitions less disposals of valuables)","114349300000000"
"Japan","2010","Changes in inventories","-148400000000"
"Japan","2010","Exports of goods and services","75417600000000"
"Japan","2010","Imports of goods and services","68650900000000"
"Japan","2010","Gross Domestic Product (GDP)","505530600000000"
"Japan","2009","Final consumption expenditure","380844400000000"
"Japan","2009","Household consumption expenditure (including Non-profit institutions serving households)","285154300000000"
"Japan","2009","General government final consumption expenditure","95690100000000"
"Japan","2009","Gross capital formation","111871800000000"
"Japan","2009","Gross fixed capital formation (including Acquisitions less disposals of valuables)","116925700000000"
"Japan","2009","Changes in inventories","-5053900000000"
"Japan","2009","Exports of goods and services","61469200000000"
"Japan","2009","Imports of goods and services","59247100000000"
"Japan","2009","Gross Domestic Product (GDP)","494938400000000"
"Japan","2008","Final consumption expenditure","389475000000000"
"Japan","2008","Household consumption expenditure (including Non-profit institutions serving households)","294334600000000"
"Japan","2008","General government final consumption expenditure","95140400000000"
"Japan","2008","Gross capital formation","136545800000000"
"Japan","2008","Gross fixed capital formation (including Acquisitions less disposals of valuables)","133501500000000"
"Japan","2008","Changes in inventories","3044300000000"
"Japan","2008","Exports of goods and services","90973300000000"
"Japan","2008","Imports of goods and services","89170200000000"
"Japan","2008","Gross Domestic Product (GDP)","527823800000000"
"Japan","2007","Final consumption expenditure","390815300000000"
"Japan","2007","Household consumption expenditure (including Non-profit institutions serving households)","295716700000000"
"Japan","2007","General government final consumption expenditure","95098600000000"
"Japan","2007","Gross capital formation","138966100000000"
"Japan","2007","Gross fixed capital formation (including Acquisitions less disposals of valuables)","137005200000000"
"Japan","2007","Changes in inventories","1960900000000"
"Japan","2007","Exports of goods and services","93237100000000"
"Japan","2007","Imports of goods and services","83736700000000"
"Japan","2007","Gross Domestic Product (GDP)","539281700000000"
"Japan","2006","Final consumption expenditure","388662400000000"
"Japan","2006","Household consumption expenditure (including Non-profit institutions serving households)","294498800000000"
"Japan","2006","General government final consumption expenditure","94163600000000"
"Japan","2006","Gross capital formation","139559300000000"
"Japan","2006","Gross fixed capital formation (including Acquisitions less disposals of valuables)","139383400000000"
"Japan","2006","Changes in inventories","175900000000"
"Japan","2006","Exports of goods and services","83793600000000"
"Japan","2006","Imports of goods and services","76845100000000"
"Japan","2006","Gross Domestic Product (GDP)","535170200000000"
"Japan","2005","Final consumption expenditure","386318000000000"
"Japan","2005","Household consumption expenditure (including Non-profit institutions serving households)","291829000000000"
"Japan","2005","General government final consumption expenditure","94489000000000"
"Japan","2005","Gross capital formation","138732700000000"
"Japan","2005","Gross fixed capital formation (including Acquisitions less disposals of valuables)","137927100000000"
"Japan","2005","Changes in inventories","805600000000"
"Japan","2005","Exports of goods and services","73571800000000"
"Japan","2005","Imports of goods and services","66106800000000"
"Japan","2005","Gross Domestic Product (GDP)","532515600000000"
"Japan","2004","Final consumption expenditure","383570100000000"
"Japan","2004","Household consumption expenditure (including Non-profit institutions serving households)","289742500000000"
"Japan","2004","General government final consumption expenditure","93827600000000"
"Japan","2004","Gross capital formation","135728900000000"
"Japan","2004","Gross fixed capital formation (including Acquisitions less disposals of valuables)","134065100000000"
"Japan","2004","Changes in inventories","1663800000000"
"Japan","2004","Exports of goods and services","67690600000000"
"Japan","2004","Imports of goods and services","57588700000000"
"Japan","2004","Gross Domestic Product (GDP)","529400900000000"
"Japan","2003","Final consumption expenditure","381101200000000"
"Japan","2003","Household consumption expenditure (including Non-profit institutions serving households)","287643700000000"
